event_id,date,year,quarter,day_index,era,product_family,product,event_type,title_en,title_zh,summary_en,summary_zh,importance,node_tier,lifecycle,map_region,map_lane,glyph,pixel_icon,x_hint,y_hint,source_name,source_url,source_kind,coverage_status,confidence,tags
evt-20240201-released-gpt-3-5-turbo-0125,2024-02-01,2024,Q1,428,Platform Expansion,models_reasoning,Model Platform,model_release,Released gpt-3.5-turbo-0125,"推出：gpt-3.5-turbo-0125, an updated GPT-3.5 Turbo 模型","Released gpt-3.5-turbo-0125, an updated GPT-3.5 Turbo model","推出：gpt-3.5-turbo-0125, an updated GPT-3.5 Turbo 模型。OpenAI 將此列為 2024-02-01 的更新；重點涉及平台功能與可用性，模型、端點與參數名稱依官方英文保留。",4,major,active,Model Mountains,1,^,peak,1312,294,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""models_reasoning"",""model_release"",""Model Platform"",""api"",""models"",""update""]"
evt-20240213-temporary-chat-for-conversations-without-memory,2024-02-13,2024,Q1,440,Platform Expansion,safety_lifecycle,Temporary Chat,safety,Temporary Chat for conversations without memory,不使用記憶的 Temporary Chat,"OpenAI introduced Temporary Chat for conversations that do not appear in history, do not use memory, and are not used to train models.",OpenAI 推出 Temporary Chat；這類對話不出現在紀錄、不使用記憶，也不會用於模型訓練。,4,major,active,Safety Wall,9,!,shield,1343,1533,Memory and new controls for ChatGPT,https://openai.com/index/memory-and-new-controls-for-chatgpt/,product_post,complete,high,"[""safety_lifecycle"",""safety"",""Temporary Chat"",""chatgpt"",""temporary-chat"",""privacy"",""memory""]"
evt-20240213-memory-beta-for-chatgpt,2024-02-13,2024,Q1,440,Platform Expansion,memory_knowledge,ChatGPT Memory,feature,Memory beta for ChatGPT,ChatGPT 記憶 Beta,"OpenAI began testing cross-chat memory with a small portion of Free and Plus users, including conversational controls to remember, inspect, forget, or disable memories.",OpenAI 開始對少量 Free 與 Plus 使用者測試跨聊天記憶，並提供以對話要求記住、檢視、忘記或停用記憶的控制。,3,update,beta,Memory Forest,5,&,tree,1343,925,Memory and new controls for ChatGPT,https://openai.com/index/memory-and-new-controls-for-chatgpt/,product_post,complete,high,"[""memory_knowledge"",""feature"",""ChatGPT Memory"",""chatgpt"",""memory"",""personalization"",""beta""]"
evt-20240215-sora-research-preview,2024-02-15,2024,Q1,442,Platform Expansion,multimodal,Sora,model_release,Sora research preview,Sora 研究預覽,"OpenAI unveiled Sora, a text-conditioned video-generation model capable of producing up to one minute of high-fidelity video, as research progress rather than a public product.",OpenAI 公布文字條件式影片生成模型 Sora，可生成最長一分鐘的高擬真影片；當時屬研究進展而非公開產品。,5,landmark,research_preview,Multimodal Coast,4,~,wave,1348,758,Video generation models as world simulators,https://openai.com/index/video-generation-models-as-world-simulators/,research_report,complete,high,"[""multimodal"",""model_release"",""Sora"",""sora"",""video-generation"",""world-simulator"",""research-preview""]"
evt-20240409-released-gpt-4-turbo-with-vision-in-general-availability-i,2024-04-09,2024,Q2,496,Platform Expansion,models_reasoning,Model Platform,availability,Released GPT-4 Turbo with Vision in general availability in the API,GPT‑4 Turbo with Vision 在 API 正式 GA,Released GPT-4 Turbo with Vision in general availability in the API,GPT‑4 Turbo with Vision 在 API 正式 GA。OpenAI 將此列為 2024-04-09 的更新；重點涉及平台功能與可用性，模型、端點與參數名稱依官方英文保留。,4,major,general_availability,Model Mountains,1,^,peak,1485,335,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""models_reasoning"",""availability"",""Model Platform"",""api"",""models"",""update""]"
evt-20240415-released-batch-api,2024-04-15,2024,Q2,502,Platform Expansion,developer_platform,Batch API,launch,Released Batch API,推出 Batch API,Released Batch API,推出 Batch API。OpenAI 將此列為 2024-04-15 的更新；重點涉及平台功能與可用性，模型、端點與參數名稱依官方英文保留。,4,major,active,Toolsmith Harbor,3,#,terminal,1501,632,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""developer_platform"",""launch"",""Batch API"",""batch"",""cost-optimization"",""update""]"
evt-20240416-introduced-project-based-hierarchy-for-organizing-work-by-,2024-04-16,2024,Q2,503,Platform Expansion,developer_platform,OpenAI API Platform,launch,Introduced project based hierarchy for organizing work by projects,推出：OpenAI API Platform,"Introduced project based hierarchy for organizing work by projects, including the ability to create API keys and manage rate and cost limits on a per-project basis (cost limits available only for Enterprise customers).","API 更新：Introduced project based hierarchy for organizing work by projects, including ability to create API keys and manage rate and cost limits on a per-project basis (cost…。OpenAI 將此列為 2024-04-16 的更新；重點涉及定價與用量，模型、端點與參數名稱依官方英文保留。",4,major,active,Toolsmith Harbor,3,#,terminal,1503,639,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""developer_platform"",""launch"",""OpenAI API Platform"",""api-platform"",""update""]"
evt-20240417-introduced-a-series-of-updates-to-the-assistants-api,2024-04-17,2024,Q2,504,Platform Expansion,developer_platform,OpenAI API Platform,launch,Introduced a series of updates to the Assistants API,推出：OpenAI API Platform,"Introduced a series of updates to the Assistants API , including a new file search tool allowing up to 10,000 files per assistant, new token controls, and support for tool choice.","API 更新：Introduced a series of updates to Assistants API , including a 全新 file search tool allowing up to 10,000 files per assistant, 全新 token controls, and 支援 tool choice。OpenAI 將此列為 2024-04-17 的更新；重點涉及代理與工具調用，模型、端點與參數名稱依官方英文保留。",4,major,active,Toolsmith Harbor,3,#,terminal,1506,612,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""developer_platform"",""launch"",""OpenAI API Platform"",""api-platform"",""update""]"
evt-20240429-memory-available-to-chatgpt-plus-users,2024-04-29,2024,Q2,516,Platform Expansion,memory_knowledge,ChatGPT Memory,availability,Memory available to ChatGPT Plus users,記憶功能開放 ChatGPT Plus,"ChatGPT Memory became available to Plus users outside Europe and Korea, with settings to review or disable it.",ChatGPT 記憶功能向歐洲與韓國以外的 Plus 使用者開放，並可在設定中檢視或停用。,4,major,general_availability,Memory Forest,5,&,tree,1536,904,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,parsed,high,"[""memory_knowledge"",""availability"",""ChatGPT Memory"",""chatgpt"",""memory"",""plus"",""personalization""]"
evt-20240513-chatgpt-desktop-app-for-macos,2024-05-13,2024,Q2,530,Omni & Reasoning,clients_surfaces,ChatGPT macOS,launch,ChatGPT desktop app for macOS,ChatGPT macOS 桌面 App,"OpenAI began rolling out a macOS desktop app to Plus users with Option-Space access, screenshot discussion, and voice conversations, with broader availability planned.",OpenAI 開始向 Plus 使用者推出 macOS 桌面 App，支援 Option-Space 快速喚起、截圖討論與語音對話，之後再擴大開放。,5,landmark,active,Client Archipelago,8,+,island,1572,1379,Hello GPT-4o,https://openai.com/index/hello-gpt-4o/,official_launch_post,corroborated,high,"[""clients_surfaces"",""launch"",""ChatGPT macOS"",""desktop"",""macos""]"
evt-20240513-hello-gpt-4o,2024-05-13,2024,Q2,530,Omni & Reasoning,models_reasoning,GPT-4o,model_release,Hello GPT-4o,GPT-4o 正式亮相,"OpenAI announced GPT-4o, its omni flagship model designed to reason across audio, vision, and text in real time, and initially released text and image inputs with text output.",OpenAI 發布可即時跨音訊、視覺與文字推理的全模態旗艦模型 GPT-4o，首波開放文字與圖像輸入、文字輸出。,5,landmark,active,Model Mountains,1,^,peak,1572,324,Hello GPT-4o,https://openai.com/index/hello-gpt-4o/,model_release_post,complete,high,"[""models_reasoning"",""model_release"",""GPT-4o"",""gpt-4o"",""omni"",""multimodal"",""model-release""]"
evt-20240513-released-gpt-4o-in-the-api,2024-05-13,2024,Q2,530,Omni & Reasoning,models_reasoning,Model Platform,model_release,Released GPT-4o in the API.,API 推出 GPT‑4o,Released GPT-4o in the API. GPT-4o is our fastest and most affordable flagship model.,API 推出 GPT‑4o。OpenAI 將此列為 2024-05-13 的更新；重點涉及平台功能與可用性，模型、端點與參數名稱依官方英文保留。,4,major,active,Model Mountains,1,^,peak,1572,336,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""models_reasoning"",""model_release"",""Model Platform"",""api"",""models"",""update""]"
evt-20240513-introducing-gpt-4o,2024-05-13,2024,Q2,530,Omni & Reasoning,enterprise_vertical,GPT-4o,model_release,Introducing GPT-4o,推出GPT-4o,"GPT-4o is our newest flagship model that provides GPT-4-level intelligence that is much faster and improves on its capabilities across text, voice, and vision. Currently, only the new text and image capabilities have been rolled out. You can read more about the announcement here. Plus users will have a message limit that is up to 5x greater than free users, and Team and Enterprise users will have even higher limits.",OpenAI 於 2024-05-13 為 GPT-4o 發布模型；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Enterprise Citadel,7,H,citadel,1572,1215,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,parsed,high,"[""enterprise_vertical"",""model_release"",""GPT-4o""]"
evt-20240513-gpt-4o-and-advanced-tools-roll-out-to-free-users,2024-05-13,2024,Q2,530,Omni & Reasoning,chatgpt_core,ChatGPT Free,availability,GPT-4o and advanced tools roll out to free users,GPT-4o 與進階工具推向免費使用者,"OpenAI began giving Free users limited GPT-4o plus web answers, data analysis, charts, image discussion, file uploads, GPT Store access, and memory.",OpenAI 開始向 Free 使用者提供有限的 GPT-4o，以及網路回答、資料分析、圖表、圖像討論、檔案上傳、GPT Store 與記憶。,4,major,active,Origin Plaza,0,@,home,1572,209,Introducing GPT-4o and more tools to ChatGPT free users,https://openai.com/index/gpt-4o-and-more-tools-to-chatgpt-free/,product_post,complete,high,"[""chatgpt_core"",""availability"",""ChatGPT Free"",""chatgpt"",""free"",""gpt-4o"",""tools""]"
evt-20240530-introducing-chatgpt-edu,2024-05-30,2024,Q2,547,Omni & Reasoning,enterprise_vertical,ChatGPT Edu,launch,Introducing ChatGPT Edu,推出 ChatGPT Edu,"OpenAI launched a university offering powered by GPT-4o with advanced tools, higher limits, shared GPTs, enterprise security, and no training on institutional conversations or data.",OpenAI 為大學推出 ChatGPT Edu，包含 GPT‑4o、進階工具、自訂 GPT 分享、企業安全、SSO、SCIM 與管理控制。,5,landmark,active,Enterprise Citadel,7,H,citadel,1616,1206,Introducing ChatGPT Edu,https://openai.com/index/introducing-chatgpt-edu/,launch_post,complete,high,"[""enterprise_vertical"",""launch"",""ChatGPT Edu"",""chatgpt"",""education"",""universities"",""gpt-4o"",""admin"",""enterprise""]"
evt-20240606-parallel-function-calling-can-be-disabled-in-chat-completi,2024-06-06,2024,Q2,554,Omni & Reasoning,developer_platform,OpenAI API Platform,launch,Parallel function calling can be disabled in Chat Completions and the Assistants API by passing paralleltoolcalls=false.,推出：OpenAI API Platform,Parallel function calling can be disabled in Chat Completions and the Assistants API by passing paralleltoolcalls=false . .NET SDK launched in Beta.,API 更新：Parallel function calling can be disabled in Chat Completions and Assistants API by passing paralleltoolcalls=false。OpenAI 將此列為 2024-06-06 的更新；重點涉及代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Toolsmith Harbor,3,#,terminal,1633,646,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""developer_platform"",""launch"",""OpenAI API Platform"",""api-platform"",""update""]"
evt-20240606-gpt-4-32k-and-vision-preview-models-deprecation,2024-06-06,2024,Q2,554,Omni & Reasoning,safety_lifecycle,Model Platform,deprecation,GPT-4-32K and Vision Preview models deprecation,GPT-4-32K and Vision Preview models 棄用公告,"On June 6th, 2024, we notified developers using gpt-4-32k and gpt-4-vision-preview of their upcoming deprecations in one year and six months respectively. As of June 17, 2024, only existing users of these models will be able to continue using them. Schedule/replacements: 2025-06-06 gpt-4-32k $60.00 / 1M input tokens + $120 / 1M output tokens gpt-4o; 2025-06-06 gpt-4-32k-0613 $60.00 / 1M input tokens + $120 / 1M output tokens gpt-4o;…",OpenAI 於 2024-06-06 公告 GPT-4-32K and Vision Preview models 的棄用或下線時程，並列出替代方案與遷移方向。,4,major,deprecated,Safety Wall,9,!,shield,1633,1523,OpenAI API Deprecations,https://developers.openai.com/api/docs/deprecations#2024-06-06-gpt-4-32k-and-vision-preview-models,official_deprecation_registry,corroborated,high,"[""safety_lifecycle"",""deprecation"",""Model Platform"",""api"",""model-platform""]"
evt-20240610-chatgpt-integration-announced-for-apple-intelligence,2024-06-10,2024,Q2,558,Omni & Reasoning,clients_surfaces,ChatGPT in Apple Intelligence,integration,ChatGPT integration announced for Apple Intelligence,宣布 ChatGPT 整合 Apple Intelligence,"OpenAI and Apple announced GPT-4o-powered ChatGPT integration for Siri and systemwide Writing Tools in iOS, iPadOS, and macOS, with no account required for free access.",OpenAI 與 Apple 宣布將 GPT-4o 驅動的 ChatGPT 整合至 iOS、iPadOS 與 macOS 的 Siri 和系統級 Writing Tools，免費使用無須帳戶。,4,major,active,Client Archipelago,8,+,island,1644,1332,OpenAI and Apple announce partnership,https://openai.com/index/openai-and-apple-announce-partnership/,partnership_post,complete,high,"[""clients_surfaces"",""integration"",""ChatGPT in Apple Intelligence"",""chatgpt"",""apple"",""siri"",""apple-intelligence""]"
